Image,Brand,Model,Category,Page,Img Score,Vision Score
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-2-230x350.jpg,?,?,TV,3,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7910-1-230x350.jpg,Hisense,55U7QF,TV,3,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-593-1-230x350.png,OLED65BX6LB,OLED65BX6LB,TV,3,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/8-a-101-1-230x350.png,SAMSUNG,SAMSUNG,TV,3,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-798-1-230x350.png,55NANO793NE,55NANO793NE,TV,3,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-796-1-230x350.png,SAMSUNG,SAMSUNG,TV,3,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-794-1-230x350.png,SAMSUNG,SAMSUNG,TV,4,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-592-1-230x350.jpg,82UN85006LA,82UN85006LA,TV,4,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-793-1-230x350.png,SAMSUNG,QE55Q60AAUXXC,TV,4,,7.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/8-a-101-1-230x350.png,SAMSUNG,SAMSUNG,TV,4,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame7-230x350.png,PHILIPS,58PUS7805/12,TV,4,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7926-230x350.png,TCL,65QLED800,TV,4,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-79-4-230x350.png,SONY,KE65XH8096,TV,4,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-79-4-230x350.png,SONY,KE-50XH8296,TV,4,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-79-4-230x350.png,SONY,KE43XH8096,TV,4,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-791-1-230x350.png,PHILIPS,70PUS7906/12,TV,4,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-79-4-230x350.png,SONY,KE55XH8096,TV,4,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-591-1-230x350.png,Hisense,43AE7000F,TV,4,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-59-1-230x350.png,65NANO796NE,65NANO796NE,TV,4,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7928-230x350.png,PHILIPS,65OLED705/12,TV,4,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-5914-230x350.png,43UN71003,43UN71003,TV,4,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7927-230x350.png,SONY,KD65X7055BAEP,TV,4,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7926-230x350.png,TCL,55QLED800,TV,5,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7925-230x350.png,55UN74003LB,55UN74003LB,TV,5,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-5913-230x350.jpg,TOSHIBA,43UA2B63DG,TV,5,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7924-230x350.png,SAMSUNG,QE65Q64TAU,TV,5,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7923-230x350.png,SONY,KD55X7055BAEP,TV,5,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7922-230x350.png,SAMSUNG,QE65Q67TAUXXH,TV,5,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-595-230x350.jpg,Hisense,50A7100F,TV,5,,5.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame17-230x350.png,PHILIPS,58PUS7555/12,TV,5,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame20-230x350.png,55CX6,55CX6,TV,5,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame19-230x350.png,SAMSUNG,UE50TU7025KXXC,TV,5,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame19-230x350.png,SAMSUNG,UE43TU7025KXXC,TV,5,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-594-230x350.png,Hisense,43AE7000F,TV,5,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame17-230x350.png,PHILIPS,50PUS7555/12,TV,5,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-593-230x350.png,Hisense,43AE7000F,TV,5,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/Frame17-230x350.png,PHILIPS,43PUS7805/12,TV,5,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/4-a-593-230x350.png,Hisense,43A7100F,TV,5,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2022/02/8-a-11-230x350.png,HUSQVARNA,HUSQVARNA,Mower,1,,8.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/8-a-10-9-230x350.png,GARDEN TECHNIC,GARDEN TECHNIC,Mower,1,,9.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/07/6-a-7920-230x350.png,BOSCH,06008B0170,Mower,1,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-2-230x350.png,ROBOMOW,ROBOMOW,Mower,1,,8.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-1-230x350.png,GARDENA,GARDENA,Mower,1,,7.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-1-230x350.png,ROBOMOW,ROBOMOW,Mower,1,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-230x350.png,WORX,WORX,Mower,1,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-1-230x350.png,GREENWORKS,GREENWORKS,Mower,1,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-10-230x350.png,BOSCH,BOSCH,Mower,1,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-1-230x350.png,MCCULLOCH,MCCULLOCH,Mower,1,,7.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-230x350.png,ROBOMOW,ROBOMOW,Mower,1,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-2-230x350.png,GREENWORKS,GREENWORKS,Mower,1,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-10-230x350.png,BOSCH,BOSCH,Mower,1,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-230x350.png,GARDENA,GARDENA,Mower,1,,7.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-9-230x350.png,GARDENA,GARDENA,Mower,1,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-8-230x350.png,ROBOMOW,ROBOMOW,Mower,1,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-5-1-230x350.png,Landxcape,Landxcape,Mower,2,,7.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-6-230x350.png,GARDENA,GARDENA,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-230x350.png,BOSCH,BOSCH,Mower,2,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-7-230x350.png,GARDENA,GARDENA,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-230x350.png,MCCULLOCH,MCCULLOCH,Mower,2,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-6-230x350.png,GARDENA,GARDENA,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-230x350.png,MCCULLOCH,MCCULLOCH,Mower,2,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-11-5-230x350.png,WORX,WORX,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-1-2-230x350.png,ROBOMOW,ROBOMOW,Mower,2,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-2-1-230x350.png,WORX,WORX,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-2-2-230x350.png,BOSCH,BOSCH,Mower,2,,8.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-1-2-230x350.png,ROBOMOW,ROBOMOW,Mower,2,,8
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-2-1-230x350.png,WORX,WORX,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-1-1-230x350.png,BOSCH,BOSCH,Mower,2,,8.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-5-2-230x350.png,GARDENA,GARDENA,Mower,2,,7.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-8-230x350.png,GARDENA,GARDENA,Mower,2,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-16-230x350.png,MCCULLOCH,MCCULLOCH,Mower,3,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-15-1-230x350.png,WORX,WORX,Mower,3,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-14-1-230x350.png,GARDENA,GARDENA,Mower,3,,7.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-12-230x350.png,GARDENA,GARDENA,Mower,3,,7.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-11-230x350.png,WORX,WORX,Mower,3,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-10-230x350.png,WORX,WORX,Mower,3,,7.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-8-230x350.png,WORX,WORX,Mower,3,,7.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-6-230x350.png,WORX,WORX,Mower,3,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-3-230x350.png,WORX,WORX,Mower,3,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-4-230x350.png,WORX,WORX,Mower,3,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/8-a-11-3-230x350.png,WORX,WORX,Mower,3,,8.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-7-230x350.png,WORX,WORX,Mower,3,,7.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-5-1-230x350.png,Landxcape,Landxcape,Mower,3,,7.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-4-1-230x350.png,WOLF,WOLF,Mower,3,,7.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/05/6-a-79-3-1-230x350.png,WOLF,WOLF,Mower,3,,7.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-10-1-230x350.png,Huawei,JNY-LX1,Smartphone,6,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-11-230x350.png,Huawei Y6 2018,ATU-L21,Smartphone,6,,5.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-10-230x350.png,Huawei P40 lite,51095DDS,Smartphone,6,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/0-a-19-2-230x350.png,KXD,KXD A1,Smartphone,6,,1
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-27-230x350.png,OnePlus,–,Smartphone,6,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-26-230x350.png,XIAOMI,XIA6941059650430,Smartphone,6,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-9-230x350.png,SAMSUNG,SAMGALAXYN10LN,Smartphone,6,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,A2403,Smartphone,6,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-8-230x350.png,Huawei,HUAMATE40PROBLA,Smartphone,6,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-25-230x350.png,XIAOMI,XIAOMI,Smartphone,6,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-7-230x350.png,Samsung,SAMGALAXYA31N,Smartphone,6,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-24-230x350.png,XIAOMI,XIAOMI,Smartphone,6,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-23-230x350.png,OPPO,OPP6944284660106,Smartphone,6,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-22-230x350.png,OnePlus,OnePlus,Smartphone,6,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-21-230x350.png,OnePlus,OnePlus,Smartphone,6,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-20-230x350.png,ASUS,–,Smartphone,6,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-19-230x350.png,APPLE,OCC80YG3DC88880,Smartphone,7,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-6-230x350.png,Samsung,SAMGALAXS205GBL,Smartphone,7,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/6-a-79-18-230x350.png,Swissvoice,–,Smartphone,7,,7.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-5-230x350.png,APPLE,A2411,Smartphone,7,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-4-230x350.png,APPLE,A1901,Smartphone,7,,4.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/08/4-a-59-1-230x350.png,SAMSUNG,SAMGALAXS20PN,Smartphone,7,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/Frame-230x350.png,Maxcom,MS459,Smartphone,7,,6.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,A2399,Smartphone,7,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-8-230x350.png,HMD GLOBAL OY,Nokia 2.4,Smartphone,7,,6.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-18-2-230x350.png,Huawei,HUA3613560018490,Smartphone,7,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-22-3-230x350.png,YANG TECHNOLOGY SAS,OPPO FIND X2 PRO(CPH2025),Smartphone,7,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-5-230x350.png,APPLE,A2411,Smartphone,7,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-20-5-230x350.png,Huawei P20,EML-L29,Smartphone,7,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-11-3-230x350.png,SAMSUNG,SAMGALAXYA20EBL,Smartphone,7,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-6-230x350.png,APPLE,A2407,Smartphone,7,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-12-4-230x350.png,APPLE,A2105,Smartphone,7,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-3-230x350.png,Huawei,HUAWEIP40LITSS12,Smartphone,8,,5.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-18-5-230x350.png,XIAOMI,Redmi 8,Smartphone,8,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-6-230x350.png,OnePlus,OnePlus,Smartphone,8,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-6-230x350.png,DORO,7785,Smartphone,8,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-7-230x350.png,APPLE,A2399,Smartphone,8,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-3-230x350.png,Huawei Mate40 Pro,NOH-NX9,Smartphone,8,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-8-230x350.png,HMD GLOBAL OY,Nokia 7.2,Smartphone,8,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-25-4-230x350.png,XIAOMI,Redmi Note 10S,Smartphone,8,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-14-4-230x350.png,APPLE,A2218,Smartphone,8,,4.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-13-4-230x350.png,Samsung Electronics Co. Ltd,SAMGALAXS20PGR,Smartphone,8,,5.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-4-230x350.png,APPLE,AP0194252121931,Smartphone,8,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-4-230x350.png,Huawei Y6s,JAT-L41,Smartphone,8,,5.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-14-8-230x350.png,XIAOMI,Mi Note 10 Pro,Smartphone,8,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-15-2-230x350.png,Huawei P30 Pro,VOG-L29,Smartphone,8,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-13-8-230x350.png,HMD GLOBAL OY,Nokia 8.1,Smartphone,8,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-12-7-230x350.png,HMD GLOBAL OY,Nokia 3.1,Smartphone,8,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-11-7-230x350.png,APPLE,A2407,Smartphone,9,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-6-230x350.png,Huawei P30,ELE-L29,Smartphone,9,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-10-6-230x350.png,HONOR 9A,MOA-LX9N,Smartphone,9,,6.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-8-230x350.png,APPLE,A2407,Smartphone,9,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-9-7-230x350.png,XIAOMI,Redmi 7,Smartphone,9,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-6-230x350.jpg,GENERIQUE,GENERIQUE,Smartphone,9,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-7-230x350.png,XIAOMI,Mi 10T Lite,Smartphone,9,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-5-7-230x350.png,XIAOMI,F4L – Mi Note 10 Lite (128 Go),Smartphone,9,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-7-230x350.png,XIAOMI,Redmi 8,Smartphone,9,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-8-230x350.png,YANG TECHNOLOGY SAS,OPPO FIND X2 PRO(CPH2025),Smartphone,9,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-7-230x350.png,Huawei P30,ELE-L29,Smartphone,9,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-7-230x350.png,HONOR,YAL-L21,Smartphone,9,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-5-230x350.png,Huawei Y6p,MED-LX9N,Smartphone,9,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-26-230x350.png,Huawei P30 Pro,VOG-L29,Smartphone,9,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/2-a-39-1-1-230x350.png,LOGICOM,STARTER_L_8G_NR_BL,Smartphone,9,,3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-9-4-230x350.png,Huawei Y7 2019,DUB-LX1,Smartphone,9,,5.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-7-230x350.png,APPLE,A2407,Smartphone,10,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-8-5-230x350.png,Huawei P smart 2019,POT-LX1,Smartphone,10,,5.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-5-3-230x350.png,SAMSUNG,G973FZGGXEF,Smartphone,10,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-5-230x350.png,Huawei P30,ELE-L29,Smartphone,10,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-5-230x350.png,APPLE,A2221,Smartphone,10,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-8-7-230x350.png,ASUS,ZS673KS-1A031FR,Smartphone,10,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-3-4-230x350.png,SAMSUNG,–,Smartphone,10,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-6-4-230x350.png,APPLE,A2221,Smartphone,10,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/8-a-10-28-230x350.png,Samsung,SM-A526BLVDEUH,Smartphone,10,,8.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-7-7-230x350.png,HMD GLOBAL OY,Nokia 3.1,Smartphone,10,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-5-230x350.png,Huawei P smart 2020,POT-LX1A,Smartphone,10,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-6-230x350.png,VIVO,X60PRO B,Smartphone,10,,7.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-1-4-230x350.png,GENERIQUE,GENERIQUE,Smartphone,10,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-25-230x350.png,GENERIQUE,GENERIQUE,Smartphone,10,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-4-4-230x350.png,Huawei P smart+,INE-LX1,Smartphone,10,,5.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-6-7-230x350.jpg,HMD GLOBAL OY,Nokia 7.1,Smartphone,10,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-4-6-230x350.png,APPLE,A2399,Smartphone,11,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-3-6-230x350.png,HMD GLOBAL OY,Nokia 7.1,Smartphone,11,,6.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-3-5-230x350.png,SONY,Xperia 10 III,Smartphone,11,,5.9
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-7-230x350.png,VIVO,X60PRO N,Smartphone,11,,7.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-45-230x350.png,APPLE,A2399,Smartphone,11,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-2-5-230x350.png,XIAOMI,Mi Note 10 Pro,Smartphone,11,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-2-6-230x350.png,Huawei Y7 2018,LDN-L21,Smartphone,11,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-1-6-230x350.png,WIKO SAS,VIEW4 (V830),Smartphone,11,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-44-230x350.png,OnePlus,OnePlus,Smartphone,11,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-32-3-230x350.png,XIAOMI,F4L – Mi Note 10 Lite (128 Go),Smartphone,11,,6.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-5-230x350.png,XIAOMI,Mi 11 i,Smartphone,11,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-5-230x350.png,HMD GLOBAL OY,Nokia 3.4,Smartphone,11,,6.3
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-16-5-230x350.png,HMD GLOBAL OY,Nokia 7.2,Smartphone,11,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-31-3-230x350.png,HONOR,DNN-LX9,Smartphone,11,,6.8
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-15-6-230x350.png,APPLE,A2399,Smartphone,11,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-24-3-230x350.png,APPLE,A2399,Smartphone,11,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-14-7-230x350.png,XIAOMI,Mi 9T (64 Go),Smartphone,12,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-13-7-230x350.png,Huawei P40 Pro+,ELS-N39,Smartphone,12,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-23-3-230x350.png,HONOR 9A,MOA-LX9N,Smartphone,12,,6.4
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-13-3-230x350.png,Huawei P smart 2021,PPA-LX1,Smartphone,12,,5.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-12-6-230x350.png,XIAOMI,Mi 10 Lite,Smartphone,12,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-22-2-230x350.png,APPLE,A2399,Smartphone,12,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-21-4-230x350.png,XIAOMI,Mi 10 Lite,Smartphone,12,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-20-4-230x350.png,YANG TECHNOLOGY SAS,OPPO RENO 4 PRO 5G (CPH2089),Smartphone,12,,7.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-11-6-230x350.png,APPLE,A1784,Smartphone,12,,6.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-19-4-230x350.png,Huawei P20,EML-L29,Smartphone,12,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-12-3-230x350.png,Huawei P smart S,AQM-LX1,Smartphone,12,,5.5
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-18-4-230x350.png,APPLE,A2403,Smartphone,12,,6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-8-4-230x350.png,APPLE,A2221,Smartphone,12,,4.6
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-17-4-230x350.png,XIAOMI,Redmi Note 10S,Smartphone,12,,7.2
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-7-4-230x350.png,SAMSUNG,SAMGALAXS20ULN,Smartphone,12,,5.7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/6-a-79-16-4-230x350.png,XIAOMI,POCO F2 (128 Go),Smartphone,12,,7
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-10-3-230x350.png,Huawei Mate40 Pro,NOH-NX9,Smartphone,13,,5.1
https://www.indicereparabilite.fr/wp-content/uploads/2021/06/4-a-59-8-3-230x350.png,Huawei P smart S,AQM-LX1,Smartphone,13,,5.5
